Video Caption,Comment
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,this is bullshit. a positive test is a positive test
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,Doping Queen 😍😍
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,wonder how many OCC officials got envelopes full of cash for this.
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,"don't believe that only Russia athletes use doping in the international sports competitions, other countries never use it?"
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,The one only country who dope a lot but like to accuse others to dope is USA. This country has the typical   贼喊抓贼 mentality。 Observe every single accusation by them against others  is done by them.
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,"Good luck, Russian athlete!"
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,"The West is so unscrupulous , it attack a young girl for political propaganda! It took them more than 3 months to release test results. F the collective West! Let’s go Brandon!"
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,Stockholm fake laboratory
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,Kidding me. You are ****ing kidding me.
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,The IOC is rotten and corrupted.
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,The late notification of her doping test result raises suspicion. It's a flimsy attempt to eliminate a rival.
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,Chinese authorities can not afford to anger the Russians now.
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,Chinese authorities can not afford to anger the Russians now.
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,"Every athletes who is compete with her should leave China... You need to take a stand right now.. Olympics is corrupted... They don't even follow their own rules, Russia won't stop cheating... Everyone who make this decision should remove themselves from the Olympics or stop funded them."
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,Goobay
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,Hello
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,"Tara Lipinsky is one of the many skaters nobody remembers, mediocre and envious and unable to recognize the giant talent of the greatest skater of all time, Kamila Valieva. There is not a single criterion of this sport that Valieva does not satisfy with the highest score, whether technical or artistic. She has the flexibility of a rhythmic gymnast, the agility of a high jumper, the technical precision of a gymnast and the artistic, musical sensitivity and expressiveness of a Maya Plissetskaya. Everything, everything that is tremendously difficult, Valieva performs with lightness and grace. Deal with it and let go of envy, sabotage and bullying."
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,https://youtu.be/IwQGH7meA_c
Beijing Winter Olympics: Russian skater Valieva cleared to continue at Games despite doping case,She has no heart problems  therefore has no business taking heart meds. Russian  millennials always looking for the easy way to win.
