D9BAS3BgI0M,<START> True TMD soil terrapin
D9BAS3BgI0M,"<START> Can we give an account of the case of the mother of 8 children and rescue tens of thousands of women like the mother of 8 children who were abducted and trafficked in Xuzhou thoroughly investigate the crimes of xuzhou Communist Party of China and local government acting as the protection umbrella for the crime of human trafficking if we can't do this, what 13 faces are holding a feast in this big row"
D9BAS3BgI0M,<START> No sign of Putin
D9BAS3BgI0M,<START> Male reporter and announcer don't even have the decency to honor the leader of the Chinese people and he calls him by his first name I'd like to ask him how to eat this bowl of rice and carry this bowl of rice
D9BAS3BgI0M,<START> International dignitaries don't get a foreign head to shout out
D9BAS3BgI0M,<START> We don't forget that you bought the referee unfair competition in the Winter Olympics
D9BAS3BgI0M,<START> Welcome visitors from all directions
D9BAS3BgI0M,<START> FUCK CHINA
D9BAS3BgI0M,<START> lmfao they are either beggars or murderer
D9BAS3BgI0M,<START> It is delightful to have friends coming from afar
D9BAS3BgI0M,<START> President Putin didn't come
D9BAS3BgI0M,<START> It's not like going to Alaska without a sandwich
D9BAS3BgI0M,<START> How much will it cost and the Chinese government has money and confidence
D9BAS3BgI0M,<START> Terrible atmosphere
D9BAS3BgI0M,<START> Blow the oil and water
D9BAS3BgI0M,<START> Did you all see the story of the chained woman who gave birth to eight children
D9BAS3BgI0M,<START> Han2 fu2 thief
D9BAS3BgI0M,<START> True TMD soil terrapin
D9BAS3BgI0M,"<START> Can we give an account of the case of the mother of 8 children and rescue tens of thousands of women like the mother of 8 children who were abducted and trafficked in Xuzhou thoroughly investigate the crimes of xuzhou Communist Party of China and local government acting as the protection umbrella for the crime of human trafficking if we can't do this, what 13 faces are holding a feast in this big row"
D9BAS3BgI0M,<START> No sign of Putin
D9BAS3BgI0M,<START> Male reporter and announcer don't even have the decency to honor the leader of the Chinese people and he calls him by his first name I'd like to ask him how to eat this bowl of rice and carry this bowl of rice
D9BAS3BgI0M,<START> International dignitaries don't get a foreign head to shout out
D9BAS3BgI0M,<START> We don't forget that you bought the referee unfair competition in the Winter Olympics
D9BAS3BgI0M,<START> Welcome visitors from all directions
D9BAS3BgI0M,<START> FUCK CHINA
D9BAS3BgI0M,<START> lmfao they are either beggars or murderer
D9BAS3BgI0M,<START> It is delightful to have friends coming from afar
D9BAS3BgI0M,<START> President Putin didn't come
D9BAS3BgI0M,<START> It's not like going to Alaska without a sandwich
D9BAS3BgI0M,<START> How much will it cost and the Chinese government has money and confidence
D9BAS3BgI0M,<START> Terrible atmosphere
D9BAS3BgI0M,<START> Blow the oil and water
D9BAS3BgI0M,<START> Did you all see the story of the chained woman who gave birth to eight children
D9BAS3BgI0M,<START> Han2 fu2 thief
