r8KljXCwVnY,<START> Pascal you made not only Charles Dickens but also many around the world our day
r8KljXCwVnY,<START> US and allies are so crazy
r8KljXCwVnY,<START> Because Western media keep spreading rumors about forced labor in Xinjiang most Western people only watch mainstream media
r8KljXCwVnY,<START> Pascal please correct yourself You started your video by saying   but most people do not lthink so hat its amazong  It gets very little attention To correct you only US  UK aand UKs colonies ie Canada Australia  NZ and a sprinkling of iinsignificant European countries dont like the Beijing Winter Olympics Over 140 countries ie the majoeity think the Beijing Olympics is greatNews publicity Again a corrwctio Only the western press Reuters Bloomberg  AFP NYT   US electeonic media are bad mouthing and politicising this Winter Olympics in every respect includong Eileen GuEven Googles Youtibe Twittet are used by US to subvert this Games
r8KljXCwVnY,<START> The USA and some of the western countries SUCKS
r8KljXCwVnY,<START> Over the past one and a half decade I have seen the worst sides of the Western countries particularly the US Through my past official dealing with the US law enforcement and intelligence agencies I really feel lucky not being an American I cannot help but to conclude that the US is nothing but a giant factory of lies and the most dictatorshipstyled country Beside being a fake democracy with questionable human rights The US is also an arrogant warlord Look at the racial discrimination between the whites and other non whites where is the real equal rights The politicians are even given the legal green lights to accept bribes from interest groups or lobbyists in the name of political donations Some may have forgotten that the US lied to the world that Saddam Hussain had several arsenal of weapons of mass destruction hidden in Iraq to justify its invasion into Iraq BUT in the end there was no evidence of such claims to be foundAbove are just some glimpses of evil things that were done by the USRecent years I see that lots of western medias started to deviate from reporting facts to writing fictions These rogue medias claim to monitor the governments However who monitor them Is there any way to bring these rogue medias to court for defaming a country an organization or an individual
r8KljXCwVnY,<START> Western propaganda machine on bended knee to US never rests  Its all they have now  Instead of keeping up with China which they cant they resort to spreading fake news and hope all the suckers out there believe it  Try working harder
r8KljXCwVnY,<START> Errrrr 100 green nope watch videos of the games  and all the news watch welbo another lie from the CCP If you are going to cover a story  do it 100  not just Chinas narrative
r8KljXCwVnY,<START> Actually we are enjoying more because of all those jealousness from the West Just keep barking outside of China that is a entertaining show too
r8KljXCwVnY,<START> subscribed
r8KljXCwVnY,<START> Chinas Winter Olympics is going to inspire a lot of Winter Sports following in the worlds most populous country with the highest mountains and most mountains This is a huge opportunity for development of Sports in generalThe apparent controversies are a great attraction for the world to pay attention to real sportsmanship
r8KljXCwVnY,<START> Excellent presentation Amazing showcase to further reinforce Chinas coming of age and to take its rightful place at the global table
r8KljXCwVnY,<START> Forget about America who lies but the west believe them They did bad things and the west praise them How stupid is that
r8KljXCwVnY,<START> It is because China is now the new global leader and the USA cant take it thats all
r8KljXCwVnY,<START> Winter Olympics were always the small brother of the Summer Olympics But yes it has become Political Artificial snow is not really green But the focus on sustainability is good if believable
r8KljXCwVnY,<START> 10 countries boycotted but 110 are attending the event
r8KljXCwVnY,<START> It is nearly a week into the winter Olympic and it looks like it will be the greatest Winter Olympic ever
r8KljXCwVnY,<START> The Beijing Olympics is nothing but a big vanity project
r8KljXCwVnY,<START> I have heard a lot of stories about Olympic athletes given inadequate meals especially compared to Chinese athletes Judges favoring Chinese athletes and top Olympic athletes being forced into insolation under the guise quarantine
r8KljXCwVnY,<START> I would say people dont believe what you are trying to convince people as there is no tangible evidences at all
r8KljXCwVnY,<START> Pascal you made not only Charles Dickens but also many around the world our day
r8KljXCwVnY,<START> US and allies are so crazy
r8KljXCwVnY,<START> Because Western media keep spreading rumors about forced labor in Xinjiang most Western people only watch mainstream media
r8KljXCwVnY,<START> Pascal please correct yourself You started your video by saying   but most people do not lthink so hat its amazong  It gets very little attention To correct you only US  UK aand UKs colonies ie Canada Australia  NZ and a sprinkling of iinsignificant European countries dont like the Beijing Winter Olympics Over 140 countries ie the majoeity think the Beijing Olympics is greatNews publicity Again a corrwctio Only the western press Reuters Bloomberg  AFP NYT   US electeonic media are bad mouthing and politicising this Winter Olympics in every respect includong Eileen GuEven Googles Youtibe Twittet are used by US to subvert this Games
r8KljXCwVnY,<START> The USA and some of the western countries SUCKS
r8KljXCwVnY,<START> Over the past one and a half decade I have seen the worst sides of the Western countries particularly the US Through my past official dealing with the US law enforcement and intelligence agencies I really feel lucky not being an American I cannot help but to conclude that the US is nothing but a giant factory of lies and the most dictatorshipstyled country Beside being a fake democracy with questionable human rights The US is also an arrogant warlord Look at the racial discrimination between the whites and other non whites where is the real equal rights The politicians are even given the legal green lights to accept bribes from interest groups or lobbyists in the name of political donations Some may have forgotten that the US lied to the world that Saddam Hussain had several arsenal of weapons of mass destruction hidden in Iraq to justify its invasion into Iraq BUT in the end there was no evidence of such claims to be foundAbove are just some glimpses of evil things that were done by the USRecent years I see that lots of western medias started to deviate from reporting facts to writing fictions These rogue medias claim to monitor the governments However who monitor them Is there any way to bring these rogue medias to court for defaming a country an organization or an individual
r8KljXCwVnY,<START> Western propaganda machine on bended knee to US never rests  Its all they have now  Instead of keeping up with China which they cant they resort to spreading fake news and hope all the suckers out there believe it  Try working harder
r8KljXCwVnY,<START> Errrrr 100 green nope watch videos of the games  and all the news watch welbo another lie from the CCP If you are going to cover a story  do it 100  not just Chinas narrative
r8KljXCwVnY,<START> Actually we are enjoying more because of all those jealousness from the West Just keep barking outside of China that is a entertaining show too
r8KljXCwVnY,<START> subscribed
r8KljXCwVnY,<START> Chinas Winter Olympics is going to inspire a lot of Winter Sports following in the worlds most populous country with the highest mountains and most mountains This is a huge opportunity for development of Sports in generalThe apparent controversies are a great attraction for the world to pay attention to real sportsmanship
r8KljXCwVnY,<START> Excellent presentation Amazing showcase to further reinforce Chinas coming of age and to take its rightful place at the global table
r8KljXCwVnY,<START> Forget about America who lies but the west believe them They did bad things and the west praise them How stupid is that
r8KljXCwVnY,<START> It is because China is now the new global leader and the USA cant take it thats all
r8KljXCwVnY,<START> Winter Olympics were always the small brother of the Summer Olympics But yes it has become Political Artificial snow is not really green But the focus on sustainability is good if believable
r8KljXCwVnY,<START> 10 countries boycotted but 110 are attending the event
r8KljXCwVnY,<START> It is nearly a week into the winter Olympic and it looks like it will be the greatest Winter Olympic ever
r8KljXCwVnY,<START> The Beijing Olympics is nothing but a big vanity project
r8KljXCwVnY,<START> I have heard a lot of stories about Olympic athletes given inadequate meals especially compared to Chinese athletes Judges favoring Chinese athletes and top Olympic athletes being forced into insolation under the guise quarantine
r8KljXCwVnY,<START> I would say people dont believe what you are trying to convince people as there is no tangible evidences at all
r8KljXCwVnY,<START> Pascal you made not only Charles Dickens but also many around the world our day
r8KljXCwVnY,<START> US and allies are so crazy
r8KljXCwVnY,<START> Because Western media keep spreading rumors about forced labor in Xinjiang most Western people only watch mainstream media
r8KljXCwVnY,<START> Pascal please correct yourself You started your video by saying   but most people do not lthink so hat its amazong  It gets very little attention To correct you only US  UK aand UKs colonies ie Canada Australia  NZ and a sprinkling of iinsignificant European countries dont like the Beijing Winter Olympics Over 140 countries ie the majoeity think the Beijing Olympics is greatNews publicity Again a corrwctio Only the western press Reuters Bloomberg  AFP NYT   US electeonic media are bad mouthing and politicising this Winter Olympics in every respect includong Eileen GuEven Googles Youtibe Twittet are used by US to subvert this Games
r8KljXCwVnY,<START> The USA and some of the western countries SUCKS
r8KljXCwVnY,<START> Over the past one and a half decade I have seen the worst sides of the Western countries particularly the US Through my past official dealing with the US law enforcement and intelligence agencies I really feel lucky not being an American I cannot help but to conclude that the US is nothing but a giant factory of lies and the most dictatorshipstyled country Beside being a fake democracy with questionable human rights The US is also an arrogant warlord Look at the racial discrimination between the whites and other non whites where is the real equal rights The politicians are even given the legal green lights to accept bribes from interest groups or lobbyists in the name of political donations Some may have forgotten that the US lied to the world that Saddam Hussain had several arsenal of weapons of mass destruction hidden in Iraq to justify its invasion into Iraq BUT in the end there was no evidence of such claims to be foundAbove are just some glimpses of evil things that were done by the USRecent years I see that lots of western medias started to deviate from reporting facts to writing fictions These rogue medias claim to monitor the governments However who monitor them Is there any way to bring these rogue medias to court for defaming a country an organization or an individual
r8KljXCwVnY,<START> Western propaganda machine on bended knee to US never rests  Its all they have now  Instead of keeping up with China which they cant they resort to spreading fake news and hope all the suckers out there believe it  Try working harder
r8KljXCwVnY,<START> Errrrr 100 green nope watch videos of the games  and all the news watch welbo another lie from the CCP If you are going to cover a story  do it 100  not just Chinas narrative
r8KljXCwVnY,<START> Actually we are enjoying more because of all those jealousness from the West Just keep barking outside of China that is a entertaining show too
r8KljXCwVnY,<START> subscribed
r8KljXCwVnY,<START> Chinas Winter Olympics is going to inspire a lot of Winter Sports following in the worlds most populous country with the highest mountains and most mountains This is a huge opportunity for development of Sports in generalThe apparent controversies are a great attraction for the world to pay attention to real sportsmanship
r8KljXCwVnY,<START> Excellent presentation Amazing showcase to further reinforce Chinas coming of age and to take its rightful place at the global table
r8KljXCwVnY,<START> Forget about America who lies but the west believe them They did bad things and the west praise them How stupid is that
r8KljXCwVnY,<START> It is because China is now the new global leader and the USA cant take it thats all
r8KljXCwVnY,<START> Winter Olympics were always the small brother of the Summer Olympics But yes it has become Political Artificial snow is not really green But the focus on sustainability is good if believable
r8KljXCwVnY,<START> 10 countries boycotted but 110 are attending the event
r8KljXCwVnY,<START> It is nearly a week into the winter Olympic and it looks like it will be the greatest Winter Olympic ever
r8KljXCwVnY,<START> The Beijing Olympics is nothing but a big vanity project
r8KljXCwVnY,<START> I have heard a lot of stories about Olympic athletes given inadequate meals especially compared to Chinese athletes Judges favoring Chinese athletes and top Olympic athletes being forced into insolation under the guise quarantine
r8KljXCwVnY,<START> I would say people dont believe what you are trying to convince people as there is no tangible evidences at all
